2023-05-24 02:13:34,503 INFO | Server [0] was established !
2023-05-24 02:13:34,504 INFO | Server [0] is listening !
2023-05-24 02:13:34,504 INFO | Server [1] was established !
2023-05-24 02:13:34,505 INFO | Server [1] is listening !
2023-05-24 02:13:34,506 INFO | Server [2] was established !
2023-05-24 02:13:34,506 INFO | Server [2] is listening !
2023-05-24 02:13:34,507 INFO | Server [3] was established !
2023-05-24 02:13:34,508 INFO | Server [3] is listening !
2023-05-24 02:13:34,509 INFO | Server [4] was established !
2023-05-24 02:13:34,509 INFO | Server [4] is listening !
2023-05-24 02:13:34,510 INFO | Server [5] was established !
2023-05-24 02:13:34,511 INFO | Server [5] is listening !
2023-05-24 02:13:34,511 INFO | Server [6] was established !
2023-05-24 02:13:34,513 INFO | Server [7] was established !
2023-05-24 02:13:34,514 INFO | Server [6] is listening !
2023-05-24 02:13:34,514 INFO | Server [7] is listening !
2023-05-24 02:13:34,515 INFO | Server [8] was established !
2023-05-24 02:13:34,515 INFO | Server [8] is listening !
2023-05-24 02:13:34,516 INFO | Server [9] was established !
2023-05-24 02:13:34,517 INFO | Server [9] is listening !
2023-05-24 02:13:34,518 INFO | Server [10] was established !
2023-05-24 02:13:34,518 INFO | Server [10] is listening !
2023-05-24 02:13:34,519 INFO | Server [11] was established !
2023-05-24 02:13:34,519 INFO | Server [11] is listening !
2023-05-24 02:13:34,520 INFO | Server [12] was established !
2023-05-24 02:13:34,520 INFO | Server [12] is listening !
2023-05-24 02:13:34,522 INFO | Server [13] was established !
2023-05-24 02:13:34,522 INFO | Server [13] is listening !
2023-05-24 02:13:34,523 INFO | Server [14] was established !
2023-05-24 02:13:34,523 INFO | Server [14] is listening !
2023-05-24 02:13:34,524 INFO | Server [15] was established !
2023-05-24 02:13:34,525 INFO | Server [15] is listening !
2023-05-24 02:13:34,526 INFO | Server [16] was established !
2023-05-24 02:13:34,526 INFO | Server [16] is listening !
2023-05-24 02:13:34,527 INFO | Server [17] was established !
2023-05-24 02:13:34,527 INFO | Server [17] is listening !
2023-05-24 02:13:34,528 INFO | Server [18] was established !
2023-05-24 02:13:34,529 INFO | Server [18] is listening !
2023-05-24 02:13:34,530 INFO | Server [19] was established !
2023-05-24 02:13:34,530 INFO | Server [19] is listening !
2023-05-24 02:13:34,531 INFO | Server [20] was established !
2023-05-24 02:13:34,532 INFO | Server [20] is listening !
2023-05-24 02:13:34,533 INFO | Server [21] was established !
2023-05-24 02:13:34,533 INFO | Server [21] is listening !
2023-05-24 02:13:34,534 INFO | Server [22] was established !
2023-05-24 02:13:34,534 INFO | Server [22] is listening !
2023-05-24 02:13:34,535 INFO | Server [23] was established !
2023-05-24 02:13:34,535 INFO | Server [23] is listening !
2023-05-24 02:13:34,536 INFO | Server [24] was established !
2023-05-24 02:13:34,537 INFO | Server [24] is listening !
2023-05-24 02:13:34,538 INFO | Server [25] was established !
2023-05-24 02:13:34,538 INFO | Server [25] is listening !
2023-05-24 02:13:34,539 INFO | Server [26] was established !
2023-05-24 02:13:34,540 INFO | Server [26] is listening !
2023-05-24 02:13:34,541 INFO | Server [27] was established !
2023-05-24 02:13:34,541 INFO | Server [27] is listening !
2023-05-24 02:13:34,542 INFO | Server [28] was established !
2023-05-24 02:13:34,542 INFO | Server [28] is listening !
2023-05-24 02:13:34,543 INFO | Server [29] was established !
2023-05-24 02:13:34,544 INFO | Server [29] is listening !
2023-05-24 02:13:34,545 INFO | Server [30] was established !
2023-05-24 02:13:34,545 INFO | Server [30] is listening !
2023-05-24 02:13:34,546 INFO | Server [31] was established !
2023-05-24 02:13:34,547 INFO | Server [31] is listening !
2023-05-24 02:13:34,547 INFO | Client [0] was established !
2023-05-24 02:13:34,548 INFO | Client [0] is listening!
2023-05-24 02:13:34,604 INFO 1 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:13:34,606 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:34,913 INFO 2 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,054 INFO 2 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:13:35,058 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,062 INFO 1 <---- 0 with PRE_PREPARE [0, 1]
2023-05-24 02:13:35,064 INFO 0 <---- 1 with PREPARE - [0, 1]
2023-05-24 02:13:35,146 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,225 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,428 INFO 2 <---- 0 with PRE_PREPARE [0, 1]
2023-05-24 02:13:35,433 INFO 0 <---- 2 with PREPARE - [0, 1]
2023-05-24 02:13:35,443 INFO 3 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,474 INFO 3 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:13:35,477 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,570 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,573 INFO 2 <---- 1 with PREPARE - [0, 1]
2023-05-24 02:13:35,580 INFO 1 <---- 0 with PRE_PREPARE [0, 2]
2023-05-24 02:13:35,582 INFO 0 <---- 1 with PREPARE - [0, 2]
2023-05-24 02:13:35,665 INFO 4 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:13:35,669 INFO 0 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,723 INFO 3 <---- 0 with PRE_PREPARE [0, 1]
2023-05-24 02:13:35,725 INFO 0 <---- 3 with PREPARE - [0, 1]
2023-05-24 02:13:35,805 INFO 1 <---- 2 with PREPARE - [0, 1]
2023-05-24 02:13:35,815 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,831 INFO 2 <---- 1 with PREPARE - [0, 2]
2023-05-24 02:13:35,833 INFO 3 <---- 1 with PREPARE - [0, 1]
2023-05-24 02:13:35,865 INFO 5 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:13:35,870 INFO 0 <---- 5 with PREPARE - [0, 0]
2023-05-24 02:13:35,877 INFO 5 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,912 INFO 4 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:35,942 INFO 4 <---- 0 with PRE_PREPARE [0, 1]
2023-05-24 02:13:35,945 INFO 0 <---- 4 with PREPARE - [0, 1]
2023-05-24 02:13:35,972 INFO 4 <---- 1 with PREPARE - [0, 1]
2023-05-24 02:13:36,018 INFO 6 <---- 0 with PRE_PREPARE [0, 0]
2023-05-24 02:13:36,021 INFO 0 <---- 6 with PREPARE - [0, 0]
2023-05-24 02:13:36,033 INFO 6 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:36,034 INFO 1 <---- 1 with PREPARE - [0, 0]
2023-05-24 02:13:36,049 INFO 2 <---- 0 with PRE_PREPARE [0, 2]
2023-05-24 02:13:36,053 INFO 0 <---- 1 with PREPARE - [0, 2]
2023-05-24 02:13:36,079 INFO 1 <---- 3 with PREPARE - [0, 1]
2023-05-24 02:13:36,085 INFO 1 <---- 0 with PRE_PREPARE [0, 3]
2023-05-24 02:13:36,088 INFO 0 <---- 1 with PREPARE - [0, 3]
2023-05-24 02:13:36,095 INFO 3 <---- 1 with PREPARE - [0, 2]
2023-05-24 02:13:36,096 INFO 1 <---- 5 with PREPARE - [0, 0]
